claim_id,product_id,product_category,product_brand,product_model,product_serial,purchase_date,purchase_price,retailer,invoice_number,warranty_start_date,warranty_expiry_date,warranty_duration_months,product_age_days,remaining_warranty_days,is_extended_warranty,fault_occurrence_date,fault_category,fault_description,damage_type,has_receipt,has_warranty_card,has_damage_photo,has_serial_photo,has_repair_report,missing_document_count,serial_number_match,previous_repairs_count,unauthorized_repair_flag,claim_date_conflict_flag,claim_class
CLM-00237,PRD-00237,Industrial & Automotive Tools,TitanPower,IronGrind 9-inch Industrial,SN-TIT-1431773,2024-11-28,387.0,Official Brand Store,INV-2025-20739,2024-11-28,2028-11-07,48,661,779,1,2026-09-06,Chuck bearing breakdown,Reported genuine hardware failure: Chuck bearing breakdown under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00711,PRD-00711,Home Appliances,FrostGuard,FrostGuard Side-by-Side 600L,SN-FRO-8630409,2025-07-26,800.95,National Appliance Depot,INV-2024-18934,2025-07-26,2028-07-10,36,421,659,0,2026-09-16,Compressor failure,Unit previously opened and tampered with at non-authorized workshop (Downtown Third-Party Repair Stall).,Tampering,1,1,1,1,1,0,1,3,1,0,Invalid Claim
CLM-00732,PRD-00732,Consumer Electronics,VividDisplay,NovaPhone 12 Lite,SN-VIV-4129876,2026-04-10,750.36,Electronics Hub Metro,INV-2025-35405,2026-04-10,2027-04-05,12,163,197,0,2026-09-18,Battery failure to charge,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00381,PRD-00381,Industrial & Automotive Tools,ApexIndustrial,IronGrind 9-inch Industrial,SN-APE-7385526,2024-03-15,199.49,Electronics Hub Metro,INV-2025-84120,2024-03-15,2027-02-28,36,919,161,1,2026-09-14,Hydraulic pressure seal failure,Reported genuine hardware failure: Hydraulic pressure seal failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-01460,PRD-01460,Home Appliances,FrostGuard,FrostGuard 450L Smart,SN-FRO-4185522,2023-10-01,547.08,Prime Retail Express,INV-2024-36361,2023-10-01,2026-09-15,36,1085,0,1,2026-09-18,Thermostat failure,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-00999,PRD-00999,Home Appliances,CleanCycle,KitchenPro Convection 30L,SN-CLE-7042065,2024-01-31,657.14,National Appliance Depot,INV-2026-32852,2024-01-31,2027-01-15,36,963,117,0,2026-09-15,Thermostat failure,Unit previously opened and tampered with at non-authorized workshop (Local QuickFix Electronics).,Tampering,1,1,1,1,1,0,1,2,1,0,Invalid Claim
CLM-01198,PRD-01198,Industrial & Automotive Tools,ApexIndustrial,MegaWash Pro 2500PSI,SN-APE-5463386,2024-11-04,256.52,Prime Retail Express,INV-2025-85092,2024-11-04,2027-10-20,36,685,395,0,2026-09-17,Hydraulic pressure seal failure,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,1,0,0,Manual Review
CLM-00491,PRD-00491,Industrial & Automotive Tools,TorqueMaster,IronForge TwinPiston 100L,SN-TOR-2905196,2025-01-25,321.46,TechMegaStore Downtown,INV-2024-50703,2025-01-25,2028-01-10,36,603,477,0,2026-09-05,Chuck bearing breakdown,Reported genuine hardware failure: Chuck bearing breakdown under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00770,PRD-00770,Home Appliances,KitchenPro,AeroBreeze Inverter 1.5T,SN-KIT-8311783,2026-03-06,1385.28,National Appliance Depot,INV-2026-28242,2026-03-06,2028-02-24,24,198,522,0,2026-09-11,Electronic PCB failure,Unit previously opened and tampered with at non-authorized workshop (Downtown Third-Party Repair Stall).,Tampering,1,1,1,1,1,0,1,2,1,0,Invalid Claim
CLM-00791,PRD-00791,Industrial & Automotive Tools,MegaWrench,TitanPressure 3000PSI Commercial,SN-MEG-1950399,2023-09-08,776.83,TechMegaStore Downtown,INV-2026-71732,2023-09-08,2026-08-23,36,1108,0,0,2026-09-05,Chuck bearing breakdown,Failure: Chuck bearing breakdown. Note: product warranty expired 28 days ago.,Hardware Wear,1,1,1,1,0,0,1,1,0,0,Invalid Claim
CLM-00685,PRD-00685,Industrial & Automotive Tools,IronForge,MegaWash Pro 2500PSI,SN-IRO-1262370,2024-04-27,767.0,Prime Retail Express,INV-2024-60067,2024-04-27,2027-04-12,36,876,204,0,2026-09-04,"Normal consumable wear (brushes, chuck teeth)","Physical inspection reveals clear Normal consumable wear (brushes, chuck teeth) violating warranty coverage terms.",Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-01333,PRD-01333,Industrial & Automotive Tools,IronForge,TitanAir 50L Heavy Duty,SN-IRO-8593770,2023-10-02,425.43,Electronics Hub Metro,INV-2025-19501,2023-10-02,2026-09-16,36,1084,0,0,2026-09-19,Armature burning,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-00177,PRD-00177,Industrial & Automotive Tools,IronForge,IronForge TwinPiston 100L,SN-IRO-4369728,2023-12-05,699.86,Electronics Hub Metro,INV-2025-51830,2023-12-05,2026-11-19,36,1020,60,0,2026-08-31,Hydraulic pressure seal failure,Reported genuine hardware failure: Hydraulic pressure seal failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00505,PRD-00505,Home Appliances,FrostGuard,KitchenPro Convection 30L,SN-FRO-8866528,2025-06-14,512.13,National Appliance Depot,INV-2026-62108,2025-06-14,2027-06-04,24,463,257,0,2026-09-14,Compressor failure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-01364,PRD-01364,Consumer Electronics,PixelCraft,NovaWatch Ultra,SN-PIX-9046216,2023-10-01,2267.19,Prime Retail Express,INV-2025-53476,2023-10-01,2026-09-15,36,1085,0,1,2026-09-18,Motherboard failure,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-00923,PRD-00923,Industrial & Automotive Tools,TitanPower,IronGrind 9-inch Industrial,SN-TIT-1941446,2026-03-31,884.57,National Appliance Depot,INV-2026-58424,2026-03-31,2029-03-15,36,173,907,0,2026-09-10,Hydraulic pressure seal failure,Unit previously opened and tampered with at non-authorized workshop (Local QuickFix Electronics).,Tampering,1,1,1,1,1,0,1,2,1,0,Invalid Claim
CLM-00598,PRD-00598,Industrial & Automotive Tools,IronForge,IronForge TwinPiston 100L,SN-IRO-4384010,2025-02-19,157.56,Electronics Hub Metro,INV-2025-18384,2025-02-19,2028-02-04,36,578,502,0,2026-09-08,Use of non-spec hydraulic oil,Physical inspection reveals clear Use of non-spec hydraulic oil violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-01297,PRD-01297,Home Appliances,FrostGuard,AeroBreeze Inverter 1.5T,SN-FRO-5921048,2025-06-17,1771.81,Industrial Supply Direct,INV-2026-45910,2025-06-17,2028-06-01,36,460,620,0,2026-09-18,Thermostat failure,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,2,0,0,Manual Review
CLM-00752,PRD-00752,Consumer Electronics,PixelCraft,VividTab 11 Max,SN-PIX-9852408,2025-08-03,1381.03,National Appliance Depot,INV-2025-69509,2025-08-03,2026-07-29,12,413,0,0,2026-09-08,Battery failure to charge,Failure: Battery failure to charge. Note: product warranty expired 53 days ago.,Hardware Wear,1,1,1,1,0,0,1,1,0,0,Invalid Claim
CLM-00186,PRD-00186,Consumer Electronics,VividDisplay,NovaWatch Ultra,SN-VIV-9212178,2024-12-28,1412.74,Official Brand Store,INV-2025-88246,2024-12-28,2026-12-18,24,631,89,0,2026-09-15,Battery failure to charge,Reported genuine hardware failure: Battery failure to charge under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00882,PRD-00882,Industrial & Automotive Tools,MegaWrench,MegaWash Pro 2500PSI,SN-MEG-8633454,2025-05-07,649.12,Industrial Supply Direct,INV-2025-15222,2025-05-07,2027-04-27,24,501,219,0,2026-09-13,Armature burning,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00659,PRD-00659,Industrial & Automotive Tools,TorqueMaster,TorqueGrinder 1500W,SN-TOR-8364526,2025-03-06,1283.18,Industrial Supply Direct,INV-2026-47594,2025-03-06,2028-02-19,36,563,517,0,2026-09-15,Gearbox seizure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-01116,PRD-01116,Consumer Electronics,QuantumCompute,NovaPhone 12 Pro,SN-QUA-3115770,2025-05-23,542.45,TechMegaStore Downtown,INV-2025-53611,2025-05-23,2028-05-07,36,485,595,1,2026-09-12,Screen flickering,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,2,0,0,Manual Review
CLM-00684,PRD-00684,Industrial & Automotive Tools,IronForge,TitanPressure 3000PSI Commercial,SN-IRO-2396638,2025-08-24,1237.39,Prime Retail Express,INV-2025-27512,2025-08-24,2028-08-08,36,392,688,0,2026-09-17,Armature burning,Unit previously opened and tampered with at non-authorized workshop (Joe's Unofficial Fix Shop).,Tampering,1,1,1,1,1,0,1,1,1,0,Invalid Claim
CLM-01284,PRD-01284,Consumer Electronics,ApexTech,PixelSlate 12,SN-APE-8073819,2023-12-27,1813.63,National Appliance Depot,INV-2026-59324,2023-12-27,2026-12-11,36,998,82,1,2023-12-09,Screen flickering,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00015,PRD-00015,Consumer Electronics,VividDisplay,ApexBook Air 14,SN-VIV-2833230,2026-05-20,770.91,Electronics Hub Metro,INV-2026-68800,2026-05-20,2027-05-15,12,123,237,0,2026-09-10,Speaker malfunction,Reported genuine hardware failure: Speaker malfunction under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-01443,PRD-01443,Industrial & Automotive Tools,IronForge,TorqueGrinder 1500W,SN-IRO-4047737,2025-12-16,605.85,Official Brand Store,INV-2026-37420,2025-12-16,2027-12-06,24,278,442,0,2026-09-14,Hydraulic pressure seal failure,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,2,0,0,Manual Review
CLM-00124,PRD-00124,Home Appliances,ThermaPure,AeroBreeze Inverter 1.5T,SN-THE-4293399,2023-10-27,1315.09,Prime Retail Express,INV-2025-26406,2023-10-27,2027-10-06,48,1059,381,1,2026-08-29,Motor burnout,Reported genuine hardware failure: Motor burnout under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-01268,PRD-01268,Home Appliances,ThermaPure,FrostGuard 450L Smart,SN-THE-7058607,2026-04-27,1850.95,National Appliance Depot,INV-2025-49352,2026-04-27,2028-04-16,24,146,574,0,2026-09-15,Compressor failure,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00496,PRD-00496,Home Appliances,ThermaPure,KitchenPro Grill 25L,SN-THE-1353566,2025-12-05,1331.64,Prime Retail Express,INV-2024-96798,2025-12-05,2028-11-19,36,289,791,1,2026-09-01,Drum spin malfunction,Reported genuine hardware failure: Drum spin malfunction under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00724,PRD-00724,Home Appliances,FrostGuard,KitchenPro Grill 25L,SN-FRO-3949666,2025-07-27,1033.12,National Appliance Depot,INV-2024-82450,2025-07-27,2027-07-17,24,420,300,0,2026-09-14,Water pump leakage,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00429,PRD-00429,Home Appliances,ThermaPure,FrostGuard 450L Smart,SN-THE-1940437,2024-05-17,839.35,Official Brand Store,INV-2024-63150,2024-05-17,2027-05-02,36,856,224,1,2026-08-29,Water pump leakage,Reported genuine hardware failure: Water pump leakage under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00503,PRD-00503,Consumer Electronics,QuantumCompute,ApexFit Chrono 3,SN-QUA-2988307,2025-07-26,715.31,Electronics Hub Metro,INV-2024-44891,2025-07-26,2027-07-16,24,421,299,0,2026-09-16,Speaker malfunction,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-01164,PRD-01164,Home Appliances,ThermaPure,ThermaCold 320L,SN-THE-8732605,2023-10-05,562.42,National Appliance Depot,INV-2025-13926,2023-10-05,2026-09-19,36,1081,0,1,2026-09-19,Compressor failure,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-00822,PRD-00822,Consumer Electronics,VividDisplay,ApexFit Chrono 3,SN-VIV-7443587,2025-11-29,931.73,Electronics Hub Metro,INV-2024-15496,2025-11-29,2026-11-24,12,295,65,0,2026-09-14,Unresponsive touch panel,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-01228,PRD-01228,Consumer Electronics,VividDisplay,QuantumPixel 8,SN-VIV-4959725,2026-06-27,818.01,TechMegaStore Downtown,INV-2024-57739,2026-06-27,2027-06-22,12,85,275,0,2026-06-12,Battery failure to charge,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-01044,PRD-01044,Industrial & Automotive Tools,TorqueMaster,IronForge TwinPiston 100L,SN-TOR-9574824,2024-06-07,176.38,TechMegaStore Downtown,INV-2024-33713,2024-06-07,2028-05-17,48,835,605,1,2026-09-07,Gearbox seizure,Diagnostic report inconclusive regarding whether component failure was thermal surge or defect.,Ambiguous Diagnostic,1,1,1,1,1,0,1,2,0,0,Manual Review
CLM-00715,PRD-00715,Home Appliances,CleanCycle,FrostGuard Side-by-Side 600L,SN-CLE-8859936,2024-06-01,1326.98,Industrial Supply Direct,INV-2024-21248,2024-06-01,2026-05-22,24,841,0,0,2026-09-02,Motor burnout,Failure: Motor burnout. Note: product warranty expired 121 days ago.,Hardware Wear,1,1,1,1,0,0,1,1,0,0,Invalid Claim
CLM-01496,PRD-01496,Home Appliances,CleanCycle,ThermaWash Eco,SN-CLE-9780692,2024-07-02,466.7,Electronics Hub Metro,INV-2026-38526,2024-07-02,2027-06-17,36,810,270,1,2024-06-14,Electronic PCB failure,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
CLM-00445,PRD-00445,Industrial & Automotive Tools,ApexIndustrial,TorqueMaster Brushless 18V,SN-APE-3325723,2023-02-14,1154.33,Industrial Supply Direct,INV-2024-58551,2023-02-14,2027-01-24,48,1314,126,1,2026-09-16,Chuck bearing breakdown,Reported genuine hardware failure: Chuck bearing breakdown under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00162,PRD-00162,Industrial & Automotive Tools,TitanPower,TitanAir 50L Heavy Duty,SN-TIT-5375063,2025-07-16,785.31,Prime Retail Express,INV-2026-64732,2025-07-16,2029-06-25,48,431,1009,1,2026-09-08,Hydraulic pressure seal failure,Reported genuine hardware failure: Hydraulic pressure seal failure under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-00901,PRD-00901,Consumer Electronics,QuantumCompute,ApexFit Chrono 3,SN-QUA-2180539,2025-05-16,2000.0,National Appliance Depot,INV-2026-80430,2025-05-16,2026-05-11,12,492,0,0,2026-08-31,Bluetooth/Wi-Fi failure,Failure: Bluetooth/Wi-Fi failure. Note: product warranty expired 132 days ago.,Hardware Wear,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00287,PRD-00287,Home Appliances,KitchenPro,AeroBreeze Inverter 1.5T,SN-KIT-9900294,2025-05-22,1058.77,Prime Retail Express,INV-2026-11153,2025-05-22,2027-05-12,24,486,234,0,2026-09-11,Water pump leakage,Reported genuine hardware failure: Water pump leakage under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,1,0,0,Valid Claim
CLM-00824,PRD-00824,Home Appliances,ThermaPure,FrostGuard 450L Smart,SN-THE-3365639,2024-04-25,452.56,Prime Retail Express,INV-2026-32131,2024-04-25,2026-04-15,24,878,0,0,2026-09-09,Compressor failure,Failure: Compressor failure. Note: product warranty expired 158 days ago.,Hardware Wear,1,1,1,1,0,0,1,1,0,0,Invalid Claim
CLM-00777,PRD-00777,Industrial & Automotive Tools,TitanPower,TorqueGrinder 1500W,SN-TIT-3043656,2024-03-25,493.91,Industrial Supply Direct,INV-2024-40792,2024-03-25,2027-03-10,36,909,171,0,2026-09-17,Chuck bearing breakdown,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00422,PRD-00422,Consumer Electronics,QuantumCompute,ApexFit Chrono 3,SN-QUA-6425820,2025-09-15,790.87,TechMegaStore Downtown,INV-2025-18177,2025-09-15,2027-09-05,24,370,350,0,2026-09-17,Battery failure to charge,Reported genuine hardware failure: Battery failure to charge under regular domestic usage.,Hardware Defect,1,1,1,1,0,0,1,0,0,0,Valid Claim
CLM-01017,PRD-01017,Consumer Electronics,ApexTech,QuantumBook Ultra 15,SN-APE-7491120,2025-12-24,935.93,Prime Retail Express,INV-2024-72396,2025-12-24,2026-12-19,12,270,90,0,2026-09-14,Bluetooth/Wi-Fi failure,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-01495,PRD-01495,Industrial & Automotive Tools,ApexIndustrial,IronGrind 9-inch Industrial,SN-APE-1241402,2023-10-03,1214.16,Prime Retail Express,INV-2026-49223,2023-10-03,2026-09-17,36,1083,0,0,2026-09-18,Chuck bearing breakdown,Fault occurred near warranty expiration boundary. Customer requests grace period evaluation.,Borderline Lifecycle,1,1,1,1,0,0,1,1,0,0,Manual Review
CLM-01428,PRD-01428,Home Appliances,CleanCycle,AeroBreeze Inverter 1.5T,SN-CLE-6650131,2026-08-12,1466.73,Electronics Hub Metro,INV-2024-36350,2026-08-12,2029-07-27,36,39,1041,1,2026-09-16,Compressor failure,Claim submitted without primary proof of purchase receipt. Customer submitted affidavit instead.,Incomplete Documentation,0,1,1,0,0,2,1,0,0,0,Manual Review
CLM-00703,PRD-00703,Consumer Electronics,NovaSound,NovaWatch Ultra,SN-NOV-7717637,2025-12-20,1622.8,Electronics Hub Metro,INV-2025-34077,2025-12-20,2026-12-15,12,274,86,0,2026-09-13,Bluetooth/Wi-Fi failure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-00143,PRD-00143,Consumer Electronics,QuantumCompute,NovaPad Pro 10,SN-QUA-9796605,2024-05-15,1335.0,Electronics Hub Metro,INV-2026-71344,2024-05-15,2027-04-30,36,858,222,1,2026-09-15,Battery failure to charge,Reported genuine hardware failure: Battery failure to charge under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-00821,PRD-00821,Industrial & Automotive Tools,IronForge,TorqueGrinder 1500W,SN-IRO-8358269,2025-10-11,352.23,Official Brand Store,INV-2026-46608,2025-10-11,2027-10-01,24,344,376,0,2026-09-03,Unlubricated operation,Physical inspection reveals clear Unlubricated operation violating warranty coverage terms.,Customer Induced Damage,1,1,1,1,0,0,1,0,0,0,Invalid Claim
CLM-00424,PRD-00424,Home Appliances,FrostGuard,AeroBreeze Inverter 1.5T,SN-FRO-2223386,2026-03-22,411.66,Official Brand Store,INV-2025-68442,2026-03-22,2028-03-11,24,182,538,0,2026-08-29,Water pump leakage,Reported genuine hardware failure: Water pump leakage under regular domestic usage.,Hardware Defect,1,1,1,1,1,0,1,0,0,0,Valid Claim
CLM-00945,PRD-00945,Consumer Electronics,ApexTech,ApexBook Pro 16,SN-APE-4990114,2025-09-03,571.34,National Appliance Depot,INV-2024-84984,2025-09-03,2027-08-24,24,382,338,0,2026-09-15,Bluetooth/Wi-Fi failure,Device submitted does not match registered unit. Serial on invoice differs from backplate.,Serial Mismatch,1,0,1,1,0,1,0,0,0,0,Invalid Claim
CLM-01464,PRD-01464,Industrial & Automotive Tools,TorqueMaster,IronForge Impact 24V,SN-TOR-7556355,2023-05-22,582.4,Official Brand Store,INV-2025-79974,2023-05-22,2027-05-01,48,1217,223,1,2023-05-14,Hydraulic pressure seal failure,Discrepancy detected: Claimed fault occurrence date predates registered purchase date.,Date Inconsistency,1,1,1,1,0,0,1,0,0,1,Manual Review
